title,subject,type,id,family_name,given_name
Zur Frage der perinealen Prostatektomie.,Chirugie,Dissertation,eb1aef56-33df-825b-af82-4d4c60d04a8a,Zoeppritz,Heinrich
,Physiologie,Habilitation,36b87b16-55af-274a-259e-4d4c60472b62,Piper,Hans-Felix
,Medizin,Dissertation,36b87b16-55af-274a-259e-4d4c60472b62,Piper,Hans-Felix
Untersuchungen über den Einfluss des Hetero-Auxins auf das Streckungswachstum des Hypokotyls von Helianthus annuus.,,,52a00089-0c89-cea1-9c0f-4d4c6035ba19,Ruge,Ulrich Max Philipp Gard
,Botanik,,52a00089-0c89-cea1-9c0f-4d4c6035ba19,Ruge,Ulrich Max Philipp Gard
Der nordisch-baltische Handel der Araber im Mittelalter,Orientalistik,,7149ec9b-2c4f-c35e-7573-4d4c600c7495,Jacob,Georg
,Semitische Sprachen,Habilitation,7149ec9b-2c4f-c35e-7573-4d4c600c7495,Jacob,Georg
Über Laguerresche Geometrie in Ebenen und Räumen mit nichteuklidischer Metrik.,Geometrie,Habilitation,2d29b22a-849b-df64-19fd-5283711852aa,Graf,Ulrich Paul Albert
Eine Abbildung nichteuklidischer Räume und der Anwendung auf die Sitter-Welt.,Geometrie,Dissertation,2d29b22a-849b-df64-19fd-5283711852aa,Graf,Ulrich Paul Albert
,Innere Medizin,Habilitation,4df8270d-686d-329c-c9ea-4ebd158f0448,Werner,Max
,Medizin,Dissertation,4df8270d-686d-329c-c9ea-4ebd158f0448,Werner,Max
Die Nachwirkungen der spätmittelalterlichen Reformideen während der ersten Periode des Konzils zu Trient.,Theologie,Dissertation,7bd425a8-2dfb-cb2f-0f43-4d4c607456ff,Schmidt,Kurt Dietrich
Studien zur Geschichte des Konzils von Trient.,Kirchengeschichte,Habilitation,7bd425a8-2dfb-cb2f-0f43-4d4c607456ff,Schmidt,Kurt Dietrich
Zur Entwicklungsgeschichte der Deutschen Buchbinderei in der zweiten Hälfte des 19. Jahrhunderts.,,Dissertation,8a1cd4d5-e249-7618-8010-4d4c602c337a,Harms,Christoph Bernhard Cornelius
"Die holländischen Arbeitskammern, ihre Entstehung, Organisation und Wirksamkeit.",Nationalökonomie,Habilitation,8a1cd4d5-e249-7618-8010-4d4c602c337a,Harms,Christoph Bernhard Cornelius
Das Problem der letzten Dinge in der neueren evangelischen Theologie.,Theologie,Dissertation,bada3f80-e57f-5488-be26-4d4c609f1dd5,Hoffmann,Georg Theodor
Das Abendmahl als Mahl der Kirche.,Systematische Theologie,Habilitation,bada3f80-e57f-5488-be26-4d4c609f1dd5,Hoffmann,Georg Theodor
,,Habilitation,50915faa-b87b-40e5-8bed-0b3d1b8955ff,Lamp,Ernst
,,Dissertation,50915faa-b87b-40e5-8bed-0b3d1b8955ff,Lamp,Ernst
Caspar Othmayr. Leben und Werk.,Musikwissenschaft,,132371e5-acf4-2584-a595-4eca1fd1db01,Albrecht,Joachim Hans
Die Aufführungspraxis der italienischen Musik des 14. Jahrhunderts.,Musikwissenschaft,Dissertation,132371e5-acf4-2584-a595-4eca1fd1db01,Albrecht,Joachim Hans
Die eindeutige Zerlegbarkeit eines Knotens in Primknoten,Mathematik,Dissertation,20c7f66d-7b31-c8ce-d87d-4e37f079ffbe,Schubert,Horst
,Frühgeschichte,Dissertation,37752751-a39d-3959-8c2d-52d7ab12a968,Haseloff,Günther
,Frühgeschichte,,37752751-a39d-3959-8c2d-52d7ab12a968,Haseloff,Günther
Über die Lichtempfindlichkeit des Fluoresceins.,Chemie,Dissertation,e39e09c7-4516-8e38-e87a-4d4c600c433c,Gros,Franz Jakob Oskar
Versuch über die Curarinwirkung bei Kaninchen.,Medizin,,e39e09c7-4516-8e38-e87a-4d4c600c433c,Gros,Franz Jakob Oskar
Studien über die Hämolyse.,Pharmakologie,,e39e09c7-4516-8e38-e87a-4d4c600c433c,Gros,Franz Jakob Oskar
Die koloniebildenden Radiolarien. Fauna und Flora des Golfs von Neapel.,Zoologie,Habilitation,24d0aed1-d735-fb02-c4a8-4d4c606b91cc,Brandt,Karl
Ueber Actinosphærium Eichhornii.,Naturwissenschaften,Dissertation,24d0aed1-d735-fb02-c4a8-4d4c606b91cc,Brandt,Karl
Die Vogelmilbe (Dermanyssus avium) und ihre Bekämpfung.,Landwirtschaft,Dissertation,7361140f-4979-6207-c8f2-4d4c603a4bbe,Köhnlein,Johannes Benjamin Eduard
,Theologie,Habilitation,cd396c0a-4411-d7f5-1db6-4d4c600a0670,Mandel,Johannes Hermann
"Die scholastische Rechtfertigungslehre, ihre Bedeutung für Luthers Entwickelung, ihr Grundproblem und dessen Lösung durch Luther.",Theologie,Dissertation,cd396c0a-4411-d7f5-1db6-4d4c600a0670,Mandel,Johannes Hermann
Über den pneumatolytischen Transport des Goldes durch Chlor.,Chemie,Dissertation,b0622243-94e1-fbf7-b60c-4d4c60785188,Juza,Robert Maria
Über die Sulfide des Rhodiums : Beiträge zur systematischen Verwandtschaftslehre.,Chemie,Habilitation,b0622243-94e1-fbf7-b60c-4d4c60785188,Juza,Robert Maria
,Anatomie,,e4e9746a-07d6-4107-809b-d45df8febe65,Korff,Karl von
,,,e4e9746a-07d6-4107-809b-d45df8febe65,Korff,Karl von
Untersuchungen zur Theorie der gesamtwirtschaftlichen Einkommensverteilung,Wirtschaftswissenschaft,Habilitation,cdbb0560-a131-2d89-5b0d-4d4c600d406d,Lübbert,Jens
Einige Probleme der Integration von Märkten zwischen Volkswirtschaften mit staatlichern Sektor,Wirtschaftliche Staatswissenschaften,Dissertation,cdbb0560-a131-2d89-5b0d-4d4c600d406d,Lübbert,Jens
Die k-Diminutiva im Nordfriesischen und in verwandten Sprachen.,Nordistik,,27bb0428-d579-0f7a-c6d8-531882d25051,Hofmann,Wilhelm Eduard Dietrich
Nordisch-englische Lehnbeziehungen der Wikingerzeit.,Nordistik,Dissertation,27bb0428-d579-0f7a-c6d8-531882d25051,Hofmann,Wilhelm Eduard Dietrich
Die Schwanzlurche der mitteleocäen Braunkohle des Geiseltales.,"Geologie, Paläontologie",Habilitation,6f4eb9c6-b325-17e8-276d-4d4c604c976a,Herre,Karl Wolfgang
Vergleichende Untersuchungen an den Unterarten des Triturus Cristatus Laur.,Naturwissenschaften,Dissertation,6f4eb9c6-b325-17e8-276d-4d4c604c976a,Herre,Karl Wolfgang
Gürtelgarnituren der älteren römischen Kaiserzeit im Samland.,Archäologie,Dissertation,c3372e3a-3f13-1d31-801f-4d4c60865417,Jankuhn,Herbert
Die Wehranlagen der Wikingerzeit zwischen Schlei und Treene.,Vorgeschichte,Habilitation,c3372e3a-3f13-1d31-801f-4d4c60865417,Jankuhn,Herbert
Untersuchungen über die mechanische Koppelung von Atmung und Kreislauf mit Hilfe des Phonokardiogramms sowie intrakardialer und intrathorakaler Druckmessungen beim Menschen. Ein Beitrag zu e. quantitativen Phonokardiographie.,Medizin,Habilitation,ddf7e6ad-d900-abd4-5554-4eb3e20fcb32,Heintzen,Paul
"Untersuchungen über die antitoxische Immunität bei geimpften und nichtgeimpften Scharlachkranken, geprüft am Ausfall der Dick-Reaktion.",Medizin,Dissertation,ddf7e6ad-d900-abd4-5554-4eb3e20fcb32,Heintzen,Paul
Das angewandte Recht im Alten Testament. Eine Untersuchung seiner Beziehungen zum kodifizierten Recht Israels und des alten Orients.,Theologie,Dissertation,bca8996c-34bf-0cdc-b20a-4d4c60dbee78,Schmökel,Hartmut
Jahwe und die Fremdvölker. Der Werdegang einer religiösen Idee.,Altes Testament,Habilitation,bca8996c-34bf-0cdc-b20a-4d4c60dbee78,Schmökel,Hartmut
"Der Gott Dagan. Ursprung, Verbreitung und Wesen seines Kultes.",Orientalistik,Dissertation,bca8996c-34bf-0cdc-b20a-4d4c60dbee78,Schmökel,Hartmut
,Rechtswissenschaft,Dissertation,d9e0767d-5dc0-4267-765a-4e43996c205f,Rauch,Karl
Spurfolge und Anefang in ihrer Wechselbeziehung. Ein Beitrag zur Geschichte des deutschen Fahrnisprozesses.,,Habilitation,d9e0767d-5dc0-4267-765a-4e43996c205f,Rauch,Karl
Germanen erobern Britannien.,Volkskunde,Habilitation,1c074365-42f7-0392-94b8-4eb95a782213,Riemann,Erhard Hermann Rudi Johannes
Ostpreußisches Volkstum um die ermländische Nordostgrenze. Beiträge zur geographischen Volkskunde Ostpreußens.,Volkskunde,Dissertation,1c074365-42f7-0392-94b8-4eb95a782213,Riemann,Erhard Hermann Rudi Johannes
Lebensformen und Lebensweise der Waldtiere im tropischen Afrika.,Geographie,Dissertation,27d8e68e-f5e5-e7d7-2971-4d4c60cb25cb,Waibel,Leo
Winterregen in Deutsch-Südwest-Afrika. eine Schilderung der klimatischen Beziehungen zwischen Atlantischem Ozean und Binnenland.,Geographie,Habilitation,27d8e68e-f5e5-e7d7-2971-4d4c60cb25cb,Waibel,Leo
Über Chordoma malignum.,Medizin,Dissertation,5d95a5f0-3b08-d9fc-1195-4e79d854dd80,Wiethold,Ferdinand Josef
Über Beweggründe und Ursachen der Sittlichkeitsverbrechen.,Gerichtsmedizin,Habilitation,5d95a5f0-3b08-d9fc-1195-4e79d854dd80,Wiethold,Ferdinand Josef
,,Habilitation,af627c7b-af80-fdb6-986d-4d4c6009e7e6,Orzechowski,Gerhard Richard Theodor
,,Dissertation,af627c7b-af80-fdb6-986d-4d4c6009e7e6,Orzechowski,Gerhard Richard Theodor
Über die Blasenmole.,Geburtshilfe und Gynäkologie,Habilitation,4c320ab9-eae9-c47c-89de-4d4c60c8301a,Aichel,Otto Oskar Wilhelm
Das Tectum loborum opticorum embryonaler Teleostier mit Berücksichtigung vergleichend anatomischer Verhältnisse.,Medizin,Dissertation,4c320ab9-eae9-c47c-89de-4d4c60c8301a,Aichel,Otto Oskar Wilhelm
Zur Kenntnis des histologischen Baues der Retina embryonaler Teleostier.,Medizin,Dissertation,4c320ab9-eae9-c47c-89de-4d4c60c8301a,Aichel,Otto Oskar Wilhelm
,Medizin,Dissertation,b9d0026a-013c-6637-d2f9-4d4c6060a15b,Böhme,Arthur
,Innere Medizin,Habilitation,b9d0026a-013c-6637-d2f9-4d4c6060a15b,Böhme,Arthur
Die Transversal-Schichtuntersuchung des Herzens und der großen Gefäße.,Medizinische Strahelnkunde,Habilitation,aa41cc4e-0f94-6a1f-a519-4d4c60ee5b23,Gremmel,Helmut Heinrich Georg
Kasuistische Mitteilungen über das Vorkommen von Sinusthrombosen als Todesursache bei Säuglingen und ihre gerichtlich-medizinische Bedeutung.,Medizin,,aa41cc4e-0f94-6a1f-a519-4d4c60ee5b23,Gremmel,Helmut Heinrich Georg
Landnahme und Kolonisation in Canada : am Beispiel Südontarios,Geographie,Habilitation,b37ba89b-3bde-eb4c-8c05-4d4c60edf485,Schott,Carl
Die Blockmeere in den deutschen Mittelgebirgen,Geographie,Dissertation,b37ba89b-3bde-eb4c-8c05-4d4c60edf485,Schott,Carl
Über die Nitride der ersten Nebenygruppen des periodischen Systems der Elemente,Chemie,Dissertation,33ed0222-50ea-dae7-f870-4d4c6057b792,Hahn,Harry
Über das System Vanadin/Stickstoff und die Nitrierung von Eisenlegierungen.,Anorganische und Analytische Chemie,Habilitation,33ed0222-50ea-dae7-f870-4d4c6057b792,Hahn,Harry
,Hygiene und Bakteriologie,Habilitation,23eacb15-0a51-7e68-d073-4d4c6082f323,Bitter,Ludwig
,Medizin,Dissertation,23eacb15-0a51-7e68-d073-4d4c6082f323,Bitter,Ludwig
,,Habilitation,67fb2b7f-595d-193e-903c-4d4c600aba36,Horstmann,Ernst
Die eugenische Sterilisierungen an der Universitäts-Frauenklinik Tübingen.,Medizin,Dissertation,67fb2b7f-595d-193e-903c-4d4c600aba36,Horstmann,Ernst
,,Dissertation,67fb2b7f-595d-193e-903c-4d4c600aba36,Horstmann,Ernst
Struma congenita beim Neugeborenen,Medizin,Dissertation,ddc1ed16-56de-3659-ca63-4d4c6076b94f,Kayser,Hans Wolfgang
Die extracavalen Kontrastfüllungen bei der Hysterosalpingographie,Geburtshilfe und Gynäkologie,Habilitation,ddc1ed16-56de-3659-ca63-4d4c6076b94f,Kayser,Hans Wolfgang
Speculum Saxonicum et Suevicum quatenus in jure probandi inter se discrepent sive congruant exponitur Pars II.,Rechtswissenschaften,Habilitation,646f1981-6eb8-3881-aa69-529c50834d43,Hänel,Albert
Speculum Saxonicum et Suevicum quatenus in jure probandi inter se discrepent sive congruant exponitur Pars I.,Rechtswissenschaften,Dissertation,646f1981-6eb8-3881-aa69-529c50834d43,Hänel,Albert
Beiträge zur Entwicklungsgeschichte einiger Flechtenapothecien,Botanik,Dissertation,2c2c78b3-6d40-7554-098a-4d4c60b65ffb,Nienburg,Wilhelm
Hoch- und Niedergerichtsbarkeit in der mittelalterlichen Gerichtsverfassung Bayerns.,Jura,Habilitation,d9f9f10d-be1e-11ad-2c97-4d4c60742c81,Wohlhaupter,Eugen Anton
Eine Studie aus dem Kanonischen Recht.,Kirchenrecht,Dissertation,d9f9f10d-be1e-11ad-2c97-4d4c60742c81,Wohlhaupter,Eugen Anton
Die deutsche Ernährungswirtschaft und der deutsche Außenhandel.,Landwirtschaftliche Betriebslehre,Habilitation,d847fd12-5fc9-12eb-633c-4d4c60205e1a,Böker,Hugo Johann
Die Heimstätte als Ansiedlungsgut.,Volkswirtschaft,Dissertation,d847fd12-5fc9-12eb-633c-4d4c60205e1a,Böker,Hugo Johann
"Der Erbsenwickler Grapholitha (Cydia, Laspeyresia), sein Schaden und seine Bekämpfung unter besonderer Berücksichtigung der Anfälligkeit verschiedener Erbsensorten.",Landwirtschaft,Dissertation,cfa61811-93e0-3524-6d45-4d4c604e4ad3,Nicolaisen,Andreas Wilhelm Albert
Die Grundlagen der Immunitätszüchtung gegen Ustilago avenae.,Pflanzenbau und Pflanzenzüchtung,Habilitation,cfa61811-93e0-3524-6d45-4d4c604e4ad3,Nicolaisen,Andreas Wilhelm Albert
Die physikalischen Grundlagen der Elektrokardiographie.,Elektrokardiographie,Habilitation,49cf022d-a32d-9548-4158-4d4c6006f0cb,Schellong,Fritz
Ein Beitrag zur Diagnose und operativen Therapie der Paraplegieen infolge Spondylitis tuberculosa.,,Dissertation,49cf022d-a32d-9548-4158-4d4c6006f0cb,Schellong,Fritz
,Soziologie,Habilitation,d3c36c33-b2c8-f892-90ae-4d4c60000c64,Trappe,Paul
,Theologie,Dissertation,1506f9f9-f280-bd5b-25c2-4d4c60784575,Meinhold,Peter Paul Emil Max
Die Genesisvorlesung Luthers und ihre Herausgeber.,Theologie,Habilitation,1506f9f9-f280-bd5b-25c2-4d4c60784575,Meinhold,Peter Paul Emil Max
Die Killiansche Schwebelaryngoskopie und ihre erweiterte Anwendung.,Laryngologie,,3c64e267-8435-5692-d687-4d4c60453d67,Seiffert,Alfred
,Oto-Rhino-Laryngologie,Habilitation,3c64e267-8435-5692-d687-4d4c60453d67,Seiffert,Alfred
Johann Elias Schlegel.,Germanistik,Habilitation,1d7ea258-1729-3108-8b0a-4d4c60691374,Wolff,Eugen
Karl Gotthelf Lessing.,Germanistik,Dissertation,1d7ea258-1729-3108-8b0a-4d4c60691374,Wolff,Eugen
Die Behandlung der Schuldarten im ausländischen Strafrecht seit 1908.,Rechtswissenschaft,Dissertation,41062c8f-9f64-f77f-ddf9-4e43bed678ff,Schaffstein,Karl Friedrich
Allgemeine Lehren vom Verbrechen in ihrer Entwicklung durch die Wissenschaft des Gemeinen Strafrechts.,Strafrecht,Habilitation,41062c8f-9f64-f77f-ddf9-4e43bed678ff,Schaffstein,Karl Friedrich
Die Verfassungsideen der serbischen Radikalen und ihre Verwirklichung. Monarchie und Volkssouveränität in Serbien.,"Geschichte des Mittelalters und der Neuzeit, Byzantinistik",Dissertation,2c166c9e-0938-2699-d501-4e5633608a20,Graue,Eugen Dietrich
Die Fahrnisübereignung durch Kauf im englischen und nordamerikanischen Recht. Eine rechtsvergleichende Studie.,Rechtswissenschaften,Dissertation,2c166c9e-0938-2699-d501-4e5633608a20,Graue,Eugen Dietrich
Die mangelfreie Lieferung beim Kauf beweglicher Sachen.,"Bürgerliches Recht, Internationales Privatrecht und Rechtsvergleichung",Habilitation,2c166c9e-0938-2699-d501-4e5633608a20,Graue,Eugen Dietrich
,Pathologie,Habilitation,2d9ea120-9df0-e6fb-1573-4d4c608e30a7,Berblinger,Walther
,Medizin,Dissertation,2d9ea120-9df0-e6fb-1573-4d4c608e30a7,Berblinger,Walther
Über die Behandlung der Prostatahypertrophie mittels Injektion von artfremdem Blut.,Meidzin,Dissertation,e6e3728d-2fb9-4c2a-aba6-4d4c60867bad,Jüngling,Otto Adolf
Untersuchungen zur chirurgischen Röntgentiefentherapie.,Chirurgie,Habilitation,e6e3728d-2fb9-4c2a-aba6-4d4c60867bad,Jüngling,Otto Adolf
"Kochsalz und Ernährung : Untersuchungen über das Kochsalzbedürfnis des gesunden Menschen, s. Ursachen und Auswirkungen.",Medizin,Habilitation,27d1e59f-fa29-2928-711f-4d4c6021b84d,Glatzel,Hans
Über An-bzw. Merencephalie.,Medizin,Dissertation,27d1e59f-fa29-2928-711f-4d4c6021b84d,Glatzel,Hans
,,Habilitation,dc6338e3-a819-42f6-7622-4d4c600d22e3,Germer,Rudolf
"T. S. Eliots ""Waste Land"" : Die Geschichte seiner Wirkung und Beurteilung in den Jahren 1922-1956 unter besonderer Berücksichtigung der Rezeption in England, Amerika, Deutschland u. Frankreich. ",,Dissertation,dc6338e3-a819-42f6-7622-4d4c600d22e3,Germer,Rudolf
	Ein schnellregistrierendes Absorptions-Spektralphotometer zur Untersuchung biologischer Farbstoffe.,Physiologie,Dissertation,9b3efd4e-714b-5aa0-ad91-4ea00fe26156,Thews,Gerhard
Die Sauerstoffdiffusion in Hämoglobin- und Myoglobinlösungen: Ein Beitrag zur Frage der Sauerstoffaufnahme in der Lunge.,Medizin,,9b3efd4e-714b-5aa0-ad91-4ea00fe26156,Thews,Gerhard
Die Sauerstoffdiffusion im Gehirn: Ein Beitrag zur Frage der Sauerstoffversorgung der Organe.,Medizin,Habilitation,9b3efd4e-714b-5aa0-ad91-4ea00fe26156,Thews,Gerhard
Die Bewertung der Wirtschaft im philosophischen Denken des 19. Jahrhunderts,Philosophie,,8f02d4e0-6c78-7f45-3cc5-4d4c607446eb,Freyer,Hans
Geschichte der Geschichte der Philosophie im achtzehnten Jahrhundert,Philosophie,Dissertation,8f02d4e0-6c78-7f45-3cc5-4d4c607446eb,Freyer,Hans
"Beiträge zur Kenntnis der Amide der p-Oxybenzoesäure, der Acetyl- und der p-Oxybenzoyl-p-oxybenzoesäure.",Chemie,Dissertation,29798025-271c-86cd-8bcd-4d4c60a80983,Zerbe,Carl Paul August
Über die chemischen Vorgänge bei der Hydrierung von Kohle unter hohem Wasserstoffdruck bei hoher Temperatur.,Chemie,Habilitation,29798025-271c-86cd-8bcd-4d4c60a80983,Zerbe,Carl Paul August
Ein Fall von eigentümlicher Aortenerkrankung bei einem Syphilitischen.,Medizin,Dissertation,1b06e723-3f44-ca40-d46c-4d4c6012c8cc,Döhle,Karl Gottfried Paul
,Pathologie,Habilitation,1b06e723-3f44-ca40-d46c-4d4c6012c8cc,Döhle,Karl Gottfried Paul
,Neurologie,Dissertation,674497e1-7f6b-447a-8b39-0b1cd1461e41,Mau,Hans
Enchondrale Dysostosen,,Habilitation,674497e1-7f6b-447a-8b39-0b1cd1461e41,Mau,Hans
,Theologie,,d3b5dd9d-5551-26ab-702f-4d4c6054648e,Weinreich,Amandus
,Theologie,,d3b5dd9d-5551-26ab-702f-4d4c6054648e,Weinreich,Amandus
Die myogene Kieferklemme.,Zahn- Mund- und Kieferheilkunde,Habilitation,c780b1df-ac94-20a0-8344-4d4c60d04777,Beck,Heinz Werner
Der Mechanismus und die Diagnose der traumatischen Kiefergelenksfrakturen und ihre Nebenverletzungen.,Medizin,Dissertation,c780b1df-ac94-20a0-8344-4d4c60d04777,Beck,Heinz Werner
Über Kropfbefunde im Leichenhause des Charité-Krankenhauses zu Berlin.,Pathologischer Anatomie,Dissertation,d6d1cbfd-107c-ac94-8bd4-4d4c60af34df,Staemmler,Martin
,Pathologie,Habilitation,d6d1cbfd-107c-ac94-8bd4-4d4c60af34df,Staemmler,Martin
"Die Abgabe organischer Verbindungen aus den Karyopsen, Wurzeln und Ernterückständen von Roggen (Secale cereale L.), Weizen (Triticum aestivum L.) und Gerste (Hordeum vulgare L.) und ihre Bedeutung bei der gegenseitigen Beeinflussung der höheren Pflanzen.",,Dissertation,728afcaf-e136-4293-21b9-4d4c60d89f60,Börner,Horst
,,Habilitation,28ced546-cc78-4e19-b005-4e5cac271866,Schmid,Werner
,,Habilitation,f3d60a96-02ae-4eed-a623-0dae95ba8df6,Kreutz,Heinrich
,,Dissertation,f3d60a96-02ae-4eed-a623-0dae95ba8df6,Kreutz,Heinrich
Struktur und Funktion peripherer Warmblüter-Nervenfasern im Frühstadium der Wallerschen Degeneration,Psychiatrie und Neurologie,,e585e427-affb-0ef5-02c9-4ebbc8ea9c60,Lehmann,Hans Joachim
Über das strukturelle und quantitative Verhalten der Schmidt-Lantermannschen Einkerbungen und der Schwannschen Segmente,Medizin,Dissertation,e585e427-affb-0ef5-02c9-4ebbc8ea9c60,Lehmann,Hans Joachim
Eine neue Methode zur Bestimmung des Schwefels und ihre Anwendung auf pflanzliche und tierische Stoffe.,Veterinär-Medizin,Habilitation,d695b847-6ca8-5856-7e3c-4d4c60e3b15a,Stotz,Heinrich Peter Christian
Die Einwirkung ultravioletter Strahlen auf L-substituierte Zimtsäuren.,Chemie,Dissertation,d695b847-6ca8-5856-7e3c-4d4c60e3b15a,Stotz,Heinrich Peter Christian
Über das Auftreten von Blei im Harn bei Nervenkrankheiten.,Medizin,Dissertation,4e92cc41-0c55-7cb5-0140-4d4c601ea919,Jores,Leonhard Albert
,Allgemeine Pathologie und pathologische Anatomie,Habilitation,4e92cc41-0c55-7cb5-0140-4d4c601ea919,Jores,Leonhard Albert
,Medizin,Dissertation,8b91508c-483b-5b5d-c855-4d4c607251e0,Klose,Franz Hugo Julius
,,Habilitation,8b91508c-483b-5b5d-c855-4d4c607251e0,Klose,Franz Hugo Julius
,,Habilitation,a4578664-81fc-bab8-049c-4e37f704f327,Wilhelm,Friedrich
De jure primogenitorum,Rechtswissenschaften,Dissertation,3a6c190b-b365-e7e4-b78f-4d93366b48e5,Reyher,Samuel
Über den Einfluss der Temperatur auf die Entwickelung von Fisch-Eiern.,Zoologie,Habilitation,eed2c727-eded-ba13-45b8-4d4c602b3119,Reibisch,Johannes
Die pelagischen Phyllodociden der Plankton-Expedition der Humboldt-Stiftung. ,Zoologie,Dissertation,eed2c727-eded-ba13-45b8-4d4c602b3119,Reibisch,Johannes
Anatomische und entwicklungsgeschichtliche Untersuchungen an Früchten paraspermer Mesembryanthemen.,Botanik,Habilitation,3f4c0c6c-4f9d-8f7a-f110-4e492645b5f1,Straka,Herbert
Zur spätquartären Vegetationsgeschichte der Vulkaneifel.,Botanik,Dissertation,3f4c0c6c-4f9d-8f7a-f110-4e492645b5f1,Straka,Herbert
,Rechtswissenschaft,Dissertation,6312956e-0e29-46b7-9cfa-9624a50b185b,Rauch,Karl
Spurfolge und Anefang in ihrer Wechselbeziehung. Ein Beitrag zur Geschichte des deutschen Fahrnisprozesses.,,Habilitation,6312956e-0e29-46b7-9cfa-9624a50b185b,Rauch,Karl
Ueber zwei bemerkenswerte Tumoren der Portio vaginalis uteri. Ein Beitrag zur Frage der Heilbarkeit des Gebärmutterkrebses durch palliative Massnahmen.,Medizin,Dissertation,15170bf6-6cc4-1d9d-ce86-4d4c60a16229,Schultz,Arthur
,allgemeine Pathologie und pathologische Anatomie,Habilitation,15170bf6-6cc4-1d9d-ce86-4d4c60a16229,Schultz,Arthur
,,Dissertation,cc25d1e9-6986-281b-50ef-4d4c60369ce8,Heyn,Albrecht
,,Habilitation,cc25d1e9-6986-281b-50ef-4d4c60369ce8,Heyn,Albrecht
De Digitalis purpureae usu in pectoris praecipue morbis,Medizin,,00518a5a-7289-4c76-963a-fcf457b86f89,Geyser,Andreas Johannes Justus
Die Litisdenuntiation als Prozeßeinleitungsform im römischen Civilprozeß.,Römisches Recht,,9b94e4e6-f099-4280-9231-0f484d7d5fd0,Kipp,Louis Theodor
Eigentumserwerb am Wildergut.,Rechtswissenschaften,Dissertation,9b94e4e6-f099-4280-9231-0f484d7d5fd0,Kipp,Louis Theodor
Friedrich Weissensee und sein opus melicum,,Habilitation,1eba95e2-41c2-452b-b8b6-7d1086c9e27a,Engelke,Karl Robert Bernhard
Johann Friedrich Fasch,,Dissertation,1eba95e2-41c2-452b-b8b6-7d1086c9e27a,Engelke,Karl Robert Bernhard
"Selbstgefühl und Todesschicksal im Liede des deutschen Soldaten. Untersuchung zur Geschichte des deutschen Soldatenliedes und zur Bestimmg des ""sentimentalen"" Volksliedes.",Literaturwissenschaft,Habilitation,45d28c72-92e8-d4f6-513c-5217176ccb5f,Kohlschmidt,Ernst Werner
Herder-Studien. Untersuchungen zu Herders kritischem Stil und zu seinen literaturkritischen Grundeinsichten.,Literaturgeschichte,Dissertation,45d28c72-92e8-d4f6-513c-5217176ccb5f,Kohlschmidt,Ernst Werner
Neue Untersuchungen über die Blutgerinnungszeit bei Schwangeren und Wöchnerinnen.,Medizin,Dissertation,c6364062-26c9-06f9-f9a1-4d4c60f8bb5c,Specht,Fritz Wilhelm
,"Hals-, Nasen, Ohrenheilkunde",Habilitation,c6364062-26c9-06f9-f9a1-4d4c60f8bb5c,Specht,Fritz Wilhelm
Die Landarbeiterfrage im Königreich Sachsen,Nationalökonomie,Dissertation,6fcf606c-0eb2-bdc2-3e52-4d4c608e1c27,Moll,Bruno
Zur Geschichte der englischen und amerikanischen Vermögenssteuern,Nationalökonomie,Habilitation,6fcf606c-0eb2-bdc2-3e52-4d4c608e1c27,Moll,Bruno
Stettiner Erbfolgestreit 1464-1472. Ein Beitrag zur brandenburgisch-pommerschen Geschichte.,,Dissertation,fd2222a7-8275-4d05-9c30-9ecfc9131c36,Rachfahl,Felix
,,Habilitation,fd2222a7-8275-4d05-9c30-9ecfc9131c36,Rachfahl,Felix
Neue Bearbeitung der photometrischen und spektroskopischen Beobachtungen der Veränderlichen vom d-Cephei-Typus.,Astronomie,Dissertation,a03a1d72-b454-d4b0-ed48-4ec11972d612,Hellerich,Hermann Hinrich Peter Johannes
Untersuchungen über Bedeckungsveränderliche.,Astronomie,Habilitation,a03a1d72-b454-d4b0-ed48-4ec11972d612,Hellerich,Hermann Hinrich Peter Johannes
De Platonis Sophista.,Philosophie,Dissertation,c9eae357-e511-2da6-15de-4d4c60e86c56,Deussen,Paul Jacob
Das System des Vedanta.,Philosophie,Habilitation,c9eae357-e511-2da6-15de-4d4c60e86c56,Deussen,Paul Jacob
Der Knielauf und die Darstellung des Laufens und Fliegens in der älteren griechischen Kunst.,Klassische Archäologie,Dissertation,109a0b52-8984-095d-ad63-4d4c6064992b,Schmidt,Eduard
Archaistische Kunst in Griechenland und Rom.,Klassische Archäologie,Habilitation,109a0b52-8984-095d-ad63-4d4c6064992b,Schmidt,Eduard
Experimentelle Untersuchungen zur Analyse des Verstehenserlebnisses.,Philosophie,Dissertation,62b70d1f-6c01-4cf7-ac4c-4d4c6031c746,Weinhandl,Ferdinand
Über Urteilsrichtigkeit und Urteilswahrheit.,Philosophie,Habilitation,62b70d1f-6c01-4cf7-ac4c-4d4c6031c746,Weinhandl,Ferdinand
"Über das kristallchemische Verhalten des Galliums und Indiums in Legierungen mit Ni, Pd, Pt, Cu, Ag, Au.",Chemie,Dissertation,d9a42035-59fc-69c6-9132-4e37eb83c20a,Hellner,Erwin Emil
Untersuchung über Polyflussspattypen.,Mineralogie,Habilitation,d9a42035-59fc-69c6-9132-4e37eb83c20a,Hellner,Erwin Emil
