title,subject,type,id,family_name,given_name
Transferproblem und Transfertheorie. ein Beitrag zur volkswirtschaftlichen Theorie der deutschen Reparationen.,Wirtschaftswissenschaften,Dissertation,9d090857-76e1-0209-2992-4d4c60425cdb,Gerfin,Harald August Leonhardt
,Pathologie,Habilitation,b34f8467-4412-8340-b719-4ebbcb11ff8a,Rabl,Rudolf
,Medizin,Dissertation,b34f8467-4412-8340-b719-4ebbcb11ff8a,Rabl,Rudolf
,klassische Philologie,Habilitation,a8d1e412-eeae-21cf-37fa-4d4c609525dd,Fraenkel,Eduard David Mortier
De media et nova comoedia quaestiones selectae,klassische Philologie,Dissertation,a8d1e412-eeae-21cf-37fa-4d4c609525dd,Fraenkel,Eduard David Mortier
"Der Reflexcharakter der Adaptationsvorgänge, insbesondere der Dunkeladaptation,und deren Beziehungen zur topischen Diagnose und zur Hemeralopie.",Medizin,Habilitation,dad1a6ec-e498-10ea-d875-4d4c60daee9b,Behr,Carl Julius Peter
Über Angioma cavernosum und Mitteilung eines Falles von Angioma cavernosum permagnum regionis lumbalis dextrae.,Medizin,Dissertation,dad1a6ec-e498-10ea-d875-4d4c60daee9b,Behr,Carl Julius Peter
"Erste Studien zur Morphologie der polynesischen Sprachen, insbesondere des Samoanischen",Allgemeine und vergleichende Sprachwissenschaft,Habilitation,4bfcac05-2729-95a8-5be7-4d4c60b29b92,Jensen,Hans Mathias Detlef
Die Verbalflexion im Ayenbite of Inwyt,Klassische Philologie,,4bfcac05-2729-95a8-5be7-4d4c60b29b92,Jensen,Hans Mathias Detlef
Begriff des Elternrechts.,Pädagogik,Dissertation,e8bca36f-735a-ae73-acae-4d4c6086e474,Blättner,Fritz
Die Methoden der Jugendführung durch Unterricht.,Erziehungswissenschaften,Habilitation,e8bca36f-735a-ae73-acae-4d4c6086e474,Blättner,Fritz
,Systematische Theologie,Habilitation,aec27758-88d8-a0c6-3e1b-4d4c60296d97,Redeker,Martin
Wilhelm Herrmann im Kampf gegen die positivistische Lebensanschauung.,Theologie,Dissertation,aec27758-88d8-a0c6-3e1b-4d4c60296d97,Redeker,Martin
"Humanität, Volkstum, Christentum in der Erziehung.",Philosophie,Dissertation,aec27758-88d8-a0c6-3e1b-4d4c60296d97,Redeker,Martin
Keryx,Neues Testament,Dissertation,4943a5de-f9a0-40db-cdb7-4d4c602f019d,Friedrich,Gerhard Emil Gustav
Über die sekundäre Kathodenstrahlung in Gasen in der Nähe des Optimums der Primärgeschwindigkeit.,Physik,Dissertation,dbabdccb-72fa-b7ec-289f-4d4c60dc9746,Kossel,Walther Ludwig Julius Paschen Heinrich
Über die Erscheinungen an der Kathode selbständiger Gasentladungen.,Physik,Habilitation,dbabdccb-72fa-b7ec-289f-4d4c60dc9746,Kossel,Walther Ludwig Julius Paschen Heinrich
Die Zirkulation in den Venen des Auges.,Medizin,Dissertation,a5f8c1f0-1437-0502-0743-4d4c60bc2704,Lullies,Hans Friedrich Selmar
,Physiologie,,a5f8c1f0-1437-0502-0743-4d4c60bc2704,Lullies,Hans Friedrich Selmar
Über die Ausscheidung der Ätherschwefelsäuren im Urin bei Krankheiten,"innere Medizin, medizinische Chemie",Habilitation,a5263cb1-aac5-596b-6d5b-4d4c608d0fc5,Hoppe-Seyler,Georg
Beiträge zur Kenntniss der Indigobildenden Substanzen im Harn und des künstlichen Diabetes mellitus,Medizin,Dissertation,a5263cb1-aac5-596b-6d5b-4d4c608d0fc5,Hoppe-Seyler,Georg
Zur Genese des neurogenen Herpes.,Medizin,Dissertation,a7e6c4ed-6c5a-efa5-4051-4d4c600e88d1,Hertz,Carl-Walter
Untersuchungen über den Einfluß partieller Ventilationsstörungen auf den intrapulmonalen Gaswechsel.,Innere Medizin,,a7e6c4ed-6c5a-efa5-4051-4d4c600e88d1,Hertz,Carl-Walter
Die Kinetik der Wirkung von Effektoren auf stationäre Fermentsysteme.,Physiologische Chemie,,86155e13-96a1-6401-6917-4d4c60b4b867,Ohlenbusch,Hans-Dieter
Über den Glucuronsäure-Abbau in der Leber.,Medizin,,86155e13-96a1-6401-6917-4d4c60b4b867,Ohlenbusch,Hans-Dieter
Untersuchungen über die Morphologie der Marchantieen-Brutkörper.,Biologie,Dissertation,b6d65538-2512-e6df-d066-4d4c60d6dcd9,Halbsguth,Wilhelm
,Botanik,Dissertation,b6d65538-2512-e6df-d066-4d4c60d6dcd9,Halbsguth,Wilhelm
Die entwicklungstypologische Beurteilung der Halberwachsenen.,Gerichtliche und Soziale Medizin,,78f6baaa-e400-231a-20bc-4ec5041fa8ae,Illchmann-Christ,Adolf
,Medizin,Dissertation,78f6baaa-e400-231a-20bc-4ec5041fa8ae,Illchmann-Christ,Adolf
Pär Lagerkvist. Studien zu seiner Prosa und seinen Dramen.,Skandinavistik,Habilitation,b979d6f4-4772-6c20-c246-4d4c6081ce90,Oberholzer,Otto Christian
Richard Beer-Hofmann. Werk und Weltbild des Dichters.,Germanistik,Dissertation,b979d6f4-4772-6c20-c246-4d4c6081ce90,Oberholzer,Otto Christian
"Die Verwertung des d, 1 - Tyrosin beim Kinde.",Medizin,Dissertation,dfc591d5-844c-e5cf-5c31-4ec65c6ed7b1,Oberste-Lehn,Harald Adolf
Die morphologische Abgrenzung des Lichen planus.,Haut- und Geschlechtskrankheiten,,dfc591d5-844c-e5cf-5c31-4ec65c6ed7b1,Oberste-Lehn,Harald Adolf
Grundfragen der Erziehung bei Luther.,Pädagogik,Dissertation,f2c89608-6ed3-42f8-9680-79299aa49e50,Kaufmann,Hans Bernhard
Christologische Hoheitstitel. Die Anfänge christologischer Traditionen.,Theologie,Dissertation,333e0418-0653-2f43-a8b2-4d4c60822987,Hahn,Ferdinand
Das Verständnis der Mission im Neuen Testament.,Neues Testament,Habilitation,333e0418-0653-2f43-a8b2-4d4c60822987,Hahn,Ferdinand
Hegels Zurechnungslehre und der Begriff der objektiven Zurechnung.,Rechts- und Staatswissenschaften,Dissertation,36c36a6e-fa64-aa72-ee50-4e43a1890c96,Larenz,Karl Alfred Rudolf
Die Methode der Auslegung des Rechtsgeschäfts.,Bürgerliches Recht und Rechtsphilosophie,Habilitation,36c36a6e-fa64-aa72-ee50-4e43a1890c96,Larenz,Karl Alfred Rudolf
,Physik,Habilitation,dc89c067-9a23-897e-c7b0-4d4c60865ad4,Martienssen,Oscar Hermann
Methhoden zur Messung von Phasendifferenzen und Wechselstömen gleicher Periode,Physik,Dissertation,dc89c067-9a23-897e-c7b0-4d4c60865ad4,Martienssen,Oscar Hermann
Frauenmilch-Konservierung durch Gefriertrocknung.,Kinderheilkunde,,23a99d2b-361a-c53d-56ec-4ed390b92e86,Sager,Carl-August Kurt
"Über Blutbildveränderungen bei Gesunden in den letzten zehn Jahren, unter besonderer Berücksichtigung der mancherorts beobachteten relativen Lymphocytose.",Medizin,Dissertation,23a99d2b-361a-c53d-56ec-4ed390b92e86,Sager,Carl-August Kurt
Die Baukunst der italienischen Renaissance.,Kunstgeschichte,Habilitation,ec5f8fa1-d8d9-7f6d-58f8-4eb7a15c38d9,Hubala,Erich
Zierobelisken. Studien zur Architektur im 16. Jahrhundert.,Kunstgeschichte,Dissertation,ec5f8fa1-d8d9-7f6d-58f8-4eb7a15c38d9,Hubala,Erich
Die Rassenfrage als Problem des Völkerrechts und nationaler Rechtsordnungen.,Rechtswissenschaften,,8083efb6-acbb-4b48-0167-4d6b9541688a,Delbrück,Jost
Die Entwicklung des Verhältnisses von Sicherheitsrat und Vollversammlung der Vereinten Nationen.,Rechtswissenschaften,Dissertation,8083efb6-acbb-4b48-0167-4d6b9541688a,Delbrück,Jost
Das Tierleben Tibets.,Biogeographie,Dissertation,2cbf76af-1804-255a-10c3-4d4c600e63be,Bartz,Fritz
"Fischgründe und Fischereiwirtschaft an der Westküste Nordamerikas. Werdegang, Lebens- und Siedlungsformen eines jungen Wirtschaftsraumes.",Geographie,Habilitation,2cbf76af-1804-255a-10c3-4d4c600e63be,Bartz,Fritz
Über den Zusammenhang von Helligkeit und Spektraltypus in den Plejaden.,Astrophysik,Habilitation,9f16b7a7-e769-a5ab-94b1-4d4c606509c4,Rosenberg,Hans Oswald
Der veänderliche x Cygni.,Astrophysik,Dissertation,9f16b7a7-e769-a5ab-94b1-4d4c606509c4,Rosenberg,Hans Oswald
Das Problem des Schismas bei Paulus.,Neues Testament,Habilitation,c595ea5f-81ab-5991-5fe0-4e328a962118,Klein,Günter
Der Ursprung des Zwölferapostolats.,Evangelische Theologie,Dissertation,c595ea5f-81ab-5991-5fe0-4e328a962118,Klein,Günter
Die Entwicklung des deutschen Gerichtsverfassungsrechts vom 8. Mai 1945 bis 1. Oktober 1950.,Rechtswissenschaften,Dissertation,9bc470fd-42ef-11f4-7395-4e4bafbff7da,Scheyhing,Robert
"Eide, Amtsgewalt und Bannleihe : Eine Unters. zur Bannleihe im hohen und späten Mittelalter.","Rechts- und Staatswissnschaften, Deutsches und Bürgerliches Recht",Habilitation,9bc470fd-42ef-11f4-7395-4e4bafbff7da,Scheyhing,Robert
Linkshändigkeit und psychische Struktur.,Psychologie,Dissertation,72db0793-144a-e989-b9a7-4eaeada968b0,Wegener,Hermann
Händigkeit und Trapeziusursprung.,Medizin,Dissertation,72db0793-144a-e989-b9a7-4eaeada968b0,Wegener,Hermann
"Über den Einfluss von Situation, Erfahrung und Intellektueller Höhe auf die Motivation.",Psychologie und Pädagogik,,72db0793-144a-e989-b9a7-4eaeada968b0,Wegener,Hermann
Sortenname und Warenzeichen.,Rechtswissenschaften,Dissertation,d4aae416-c588-a1ba-0737-4e54c0ad6d0b,Deutsch,Erwin
Fahrlässigkeit und erforderliche Sorgfalt.,Internationales Privatrecht,Habilitation,d4aae416-c588-a1ba-0737-4e54c0ad6d0b,Deutsch,Erwin
,,Dissertation,4709d510-87b2-9abb-5ad4-4d4c600d3991,Staemmler,Hans-Joachim
,"Geburtshilfe, Gynäkologie",Habilitation,4709d510-87b2-9abb-5ad4-4d4c600d3991,Staemmler,Hans-Joachim
Erörterungen zur Geschichte der Novation und des Litteralkontraktes.,Rechtswissenschaft,,696cc8cc-7daa-ea93-cdf9-5190a9762af5,von Beseler,Gerhard Friedrich
Das Edictum de eo quod certo loco.,Römisches und Bürgerliches Recht,,696cc8cc-7daa-ea93-cdf9-5190a9762af5,von Beseler,Gerhard Friedrich
Schleiermachers Religionsbegriff und religiöse Stellung zur Zeit der ersten Ausgabe der Reden (1799-1806),Theologie,Dissertation,101f4b2d-78a4-498d-09da-50bf5493d7c6,Fuchs,Emil
Über das Thyroxin.,Innere Medizin,Habilitation,8781cdf2-cd5a-a255-edd0-51f1214a0676,Löhr,Hanns
Versuch zur therapeutischen Anwendung von Kupfersalzlösungen bei der Behandlung von Typhus abdominalis.,Medizin,Dissertation,8781cdf2-cd5a-a255-edd0-51f1214a0676,Löhr,Hanns
"Studien zur Morphologie, Systematik und Ökologie der Nemertinen der Kieler Bucht",Biologie,Habilitation,d23b7a1f-93a9-47bc-df5f-4d4c6052f175,Friedrich,Hermann
Vergleichende Untersuchungen über die tibialen Scolopalorgane einiger Orthopteren,Biologie,Dissertation,d23b7a1f-93a9-47bc-df5f-4d4c6052f175,Friedrich,Hermann
Die Problematik der Standortslehre.,Wirtschaftstheorie,Habilitation,b3d309cd-ff6e-0712-a69f-4d4c601712b8,Predöhl,Andreas
Die Grenzen der Verwendung von Arbeit in der Sozialwirtschaft.,Rechts- und Staatswissenschaften,Dissertation,b3d309cd-ff6e-0712-a69f-4d4c601712b8,Predöhl,Andreas
,Systematische Religionswissenschaften,Habilitation,e8b3a3f4-781e-6c47-0fff-4d4c60ba5bf4,Bruhn,Wilhelm
Theosophie und Theologie.,Religionswissenschaft,Dissertation,e8b3a3f4-781e-6c47-0fff-4d4c60ba5bf4,Bruhn,Wilhelm
Die Ordination zum Amt der Kirche.,Praktische Theologie,,bc2bccb0-b698-60a8-a6e7-4e32975e58bb,Heubach,Joachim Friedrich Albert
Die christliche Unterweisung bei Johann Amos Comenius.,Theologie,Dissertation,bc2bccb0-b698-60a8-a6e7-4e32975e58bb,Heubach,Joachim Friedrich Albert
"Johannes Falkenberg, der Deutsche Orden und die polnische Politik. Untersuchungen zur politischen Theorie des späteren Mittelalters.",Geschichte,Habilitation,21f566bc-8a7c-4585-714b-4ffad54eb2fd,Boockmann,Hartmut
Laurentius Blumenau. Fürstlicher Rat–Jurist–Humanist.,Geschichte,Dissertation,21f566bc-8a7c-4585-714b-4ffad54eb2fd,Boockmann,Hartmut
Fragen und Probleme der modernen Malariaforschung,Medizin,Habilitation,ce59af91-5269-9d30-3666-4d4c60e6df4c,,
	Antipyrin und die antipyretischen Mittel in der Behandlung des Gelenkrheumatismus,Medizin,Dissertation,ce59af91-5269-9d30-3666-4d4c60e6df4c,,
Handschriftliche Studien zu Cicero De oratore. Die Rekonstruktion der Handschrift von Lodi.,klassische Philologie,Habilitation,83c54feb-6430-751b-64d8-4d4c6082b303,Stroux,Johannes
De Theophrasti Virtutibus Dicendi.,klassische Philologie,Dissertation,83c54feb-6430-751b-64d8-4d4c6082b303,Stroux,Johannes
Führt die von Rygh angegebene Entmethylierung des Narkotins zur Bildung von Vitamin C?,Tiermedizin,Dissertation,6b0d01f7-c178-9590-d92e-4d4c6009a337,Brüggemann,Johannes Walter
"Untersuchungen über Pentalen, einen neuen bicyclischen Kohlenwasserstoff und seine Abkömmlinge",Chemie,Dissertation,6b0d01f7-c178-9590-d92e-4d4c6009a337,Brüggemann,Johannes Walter
Untersuchungen über das Säure-Basen-Gleichgewicht und das Verhalten des Blutzuckers beim kleinen Wiederkäuer,Tierernährung,Habilitation,6b0d01f7-c178-9590-d92e-4d4c6009a337,Brüggemann,Johannes Walter
Kultische Geheimbünde der Germanen.,Skandinavistik,Habilitation,e6636578-bfb6-7ddd-86a6-4d4c60492bd9,Höfler,Otto Eduard Gotfried Ernst
Über das Genus der deutschen Lehnwörter im Altwestnordischen und Altschwedischen.,Skandinavistik,Dissertation,e6636578-bfb6-7ddd-86a6-4d4c60492bd9,Höfler,Otto Eduard Gotfried Ernst
Der junge Chaucer. Grundlagen und Entwicklung seiner Dichtung.,Englische Philologie,Habilitation,6a4e4265-04dd-f8a6-ff83-4d4c60854797,Clemen,Wolfgang
Shakespeares Bilder. Ihre Entwicklung und ihre Funktionen im dramatischen Werk. Mit einem Ausblick auf Bild und Gleichnis im Elisabethanischen Zeitalter.,Englische Philologie,Dissertation,6a4e4265-04dd-f8a6-ff83-4d4c60854797,Clemen,Wolfgang
,,Habilitation,33baf937-ea2f-3248-1955-4d4c60188df7,Stöhr,Carl
Über die Hydroparacumarsäure,Chemie,Dissertation,33baf937-ea2f-3248-1955-4d4c60188df7,Stöhr,Carl
Diss. inaug. de linguae Persicae verbo,Orientalistik,Dissertation,98bbcde5-5a06-08e7-98b9-4e1ff7f75f40,Olshausen,Justus
Studien zur Staatslehre des monarchischen Prinzips.,Rechtswissenschaften,Dissertation,c6120af1-190d-5537-57f2-4e5dfd7b8388,Kaufmann,Erich
Auswärtige Gewalt und Kolonialgewalt in den Vereinigten Staaten von Amerika. Eine rechtsvergleichende Studie über die Grundlagen des amerikanischen und deutschen Verfassungsrechts.,Rechtsphilosophie,Habilitation,c6120af1-190d-5537-57f2-4e5dfd7b8388,Kaufmann,Erich
"Klinisch-experimentelle Untersuchungen über den intermediären Stoffwechsel der Dextrose und Galaktose bei Gesunden, Diabetikern, Leber- und Carcinomkranken.",Innere Medizin,,59450a44-e130-58bc-c8dc-4ec649001dc7,Alslev,Jens
Über die Formen der Kallusbildung bei der Küntschernagelung.,Medizin,Dissertation,59450a44-e130-58bc-c8dc-4ec649001dc7,Alslev,Jens
Das Aëronom. Ein neuer Apparat zur Bestimmung des Kohlensäuregehaltes der Luft.,Medizin,Dissertation,d465dd6e-b9d2-bd6b-c935-4d4c60dc6547,Bachmann,Werner Otto
Über den Einfluß der Euterinfektion auf das Zellbild der Milch.,Bakteriologie,Habilitation,d465dd6e-b9d2-bd6b-c935-4d4c60dc6547,Bachmann,Werner Otto
Karyoarchitektonik des Nucleus supraopticus und des Nucleus tuberis lateralis im menschlichen Hypothalamus.,Medizin,Dissertation,4e2d5ed4-95ac-8b1d-4acc-4ea009f3190f,Schiebler,Theodor Heinrich
"Histologische, histochemische und elektronenmikroskopische Untersuchungen am Atrioventricularsystem von Huf- und Nagetieren.",Anatomie,,4e2d5ed4-95ac-8b1d-4acc-4ea009f3190f,Schiebler,Theodor Heinrich
Das Nordafrikanische Itinerar des Abdari vom Jahre 1289.,Islamwissenschaft,Habilitation,b6d07a6c-a815-e286-2fe5-52fc8a98e5d5,Hoenerbach,Wilhelm
Deutschland und seine Nachbarländer nach der großen Geographie des Idrisi (gest. 1162).,Islamwissenschaft,Dissertation,b6d07a6c-a815-e286-2fe5-52fc8a98e5d5,Hoenerbach,Wilhelm
Die Stunde der Kirche. Die Evangelisch-Lutherische Landeskirche Schleswig-Holsteins in den ersten Jahren nach dem Zweiten Weltkrieg,Geschichte,Habilitation,d1de31d7-dba5-9293-d845-4eca4ace4984,Jürgensen,Kurt Willi
Lamennais und Belgien – Das Ringen um den liberalen Katholizismus in Belgien bis zu Enzyklika „Mirari Vos“ des Papstes Gregor XVI. (August 1832),Geschichte,Dissertation,d1de31d7-dba5-9293-d845-4eca4ace4984,Jürgensen,Kurt Willi
Der plötzliche Herztod bei Kranzgefäßerkrankungen.,Medizin,Habilitation,d8ae2648-0823-d581-0ef9-4d4c60efb2a9,Hallermann,Wilhelm Karl Friedrich
Über die nervösen Störungen bei Spondylitis tuberculosa mit besonderer Berücksichtigung der sensiblen Leitungsbahnen.,Medizin,Dissertation,d8ae2648-0823-d581-0ef9-4d4c60efb2a9,Hallermann,Wilhelm Karl Friedrich
,Theologie,Dissertation,c0d207a6-24d3-8984-724f-4d4c609a8990,Bauke,Hermann
Die Probleme der Theologie Calvins.,Theologie,Habilitation,c0d207a6-24d3-8984-724f-4d4c609a8990,Bauke,Hermann
Über sensibilisierte Fluorescenz von Blei- und Wismutdampf.,Physik,,44e427f2-01d6-996d-678c-4d4c60058275,Kopfermann,Hans
Untersuchung vpn Atomkernen mit Hilfe der Spektroskopie.,Physik,Habilitation,44e427f2-01d6-996d-678c-4d4c60058275,Kopfermann,Hans
Beitrag zur Lehre von der Schrumpfniere bei Kindern.,Medizin,Dissertation,47480a63-f7a3-076b-f483-4d4c6012747c,Baum,Ernst
,Chirurgie,,47480a63-f7a3-076b-f483-4d4c6012747c,Baum,Ernst
Das sprachliche Urbild bei Heinrich Schütz und seine Abwandlung nach textbestimmten und musikalischen Gestaltungsgrundsätzen.,Musikwissenschaften,Dissertation,75938985-f906-0392-fe2e-52f39553a032,Gudewill,Kurt
Die Formstrukturen der deutschen Liedtenores des 15. und 16. Jahrhunderts.,Musikwissenschaften,Habilitation,75938985-f906-0392-fe2e-52f39553a032,Gudewill,Kurt
Die litis contestatio des Legisaktionenverfahrens und des Formularprozesses.,Rechtswissenschaften,Habilitation,9a0b2bb5-f2a8-7101-59d9-4e5e21d5a603,Jahr,Günther Ernst Ludwig
Die Rechtsnatur der litis contestatio.,Rechtswissenschaften,Dissertation,9a0b2bb5-f2a8-7101-59d9-4e5e21d5a603,Jahr,Günther Ernst Ludwig
De Jove Ammone quaestionum specimen,Klassische Philologie,Dissertation,d6a31143-0eaa-5f90-3730-503f2a4dd379,Tönnies,Ferdinand Julius
Anmerkungen über die Philosophie des Hobbes,Philosophie,Habilitation,d6a31143-0eaa-5f90-3730-503f2a4dd379,Tönnies,Ferdinand Julius
Kochbeständie Antigene (Koktigene) aus Tuberkelbazillen und deren homologe Antikörper.,Hygiene Bakteriologie,Dissertation,887b24c8-7b74-b209-38b4-4d4c60dd2fb9,Pels Leusden,Friedrich
Über die Wirkung kleiner Konzentrationen einiger Chinabasen auf das freischlagende Froschherz.,Medizin,Dissertation,887b24c8-7b74-b209-38b4-4d4c60dd2fb9,Pels Leusden,Friedrich
,Mathematik,Habilitation,1120bc2c-caae-fd8d-af01-4d4c60aaa639,Steinitz,Ernst
Über die Konstruction der Configurationen n(sub 3).,Mathematik,Dissertation,1120bc2c-caae-fd8d-af01-4d4c60aaa639,Steinitz,Ernst
,Mathematik,Habilitation,1120bc2c-caae-fd8d-af01-4d4c60aaa639,Steinitz,Ernst
Ökologische und bodenkundliche Studien über die Leistungen der Regenwürmer für die Bodenfruchtbarkeit.,Agrarwissenschaften,,8e9f5a53-787c-52fc-c7b8-4e8190d6661d,Finck,Arnold Johannes
Untersuchungen zur Manganversorgung von Feldpflanzen auf einigen Bodentypen Schleswig-Holsteins.,Pflanzenernährung und Bodenkunde,Habilitation,8e9f5a53-787c-52fc-c7b8-4e8190d6661d,Finck,Arnold Johannes
,,Dissertation,21f70002-4aa5-4c36-b0b3-d17bfd592f12,Mommsen,Theodor
Die Herkunft der Melodien in Kretschmers und Zuccalmaglios Sammlung.,,Habilitation,3f04fdf4-57bd-48e4-8548-4ea57c38228b,Wiora,Walter Johannes
Die Variantenbildung im Volkslied. Ein Beitrag zur systematischen Musikwissenschaft.,,Dissertation,3f04fdf4-57bd-48e4-8548-4ea57c38228b,Wiora,Walter Johannes
Die pfälzische Exilregierung im Dreißigjährigen Krieg. Ein Beitrag zur Geschichte des politischen Protestantismus.,Geschichte,Dissertation,bec0f28f-2d8a-8752-b9d8-4d4c6025d714,Schubert,Friedrich Hermann
Die deutschen Reichstage in der Staatslehre der frühen Neuzeit.,Mittlere und Neuere Geschichte,Habilitation,bec0f28f-2d8a-8752-b9d8-4d4c6025d714,Schubert,Friedrich Hermann
Studien zum Problem der historisch-kritischen Auslegung des Neuen Testamentes.,Theologie,Dissertation,342605db-da43-5bd7-c720-4e329c795623,Kasch,Wilhelm Friedrich
Die Sozialphilosophie von Ernst Troeltsch.,Systematische Theologie,,342605db-da43-5bd7-c720-4e329c795623,Kasch,Wilhelm Friedrich
Über traumatische Aneurysmen als Komplikation der Knochenbrüche.,Medizin,,2fb0ce47-ced5-7dbf-1e20-4d4c60e336ec,Meyer,Hans
Die biologischen Grundlagen der Röntgentherapie.,Röntgenkunde Lichttherapie,Habilitation,2fb0ce47-ced5-7dbf-1e20-4d4c60e336ec,Meyer,Hans
Prosopographie des Kaiserreiches I. Teil ,Geschichte,Dissertation,cb394d68-e0bb-b9ac-2693-4decc7a1b0a0,Berve,Helmut
,,Habilitation,cb394d68-e0bb-b9ac-2693-4decc7a1b0a0,Berve,Helmut
Johann Samuel Friedrich von Böhmer und die gemeinrechtliche Strafrechtswissenschaft.,Strafrecht,Habilitation,d717f119-ae06-dd91-60fe-4d4c60e96baf,Boldt,Gottfried
Die Voraussetzungen für die Anwendbarkeit der poena ordinaria bei J. S. F. Böhmer (1704-1772).,Jura,Dissertation,d717f119-ae06-dd91-60fe-4d4c60e96baf,Boldt,Gottfried
,Geschichte,Habilitation,9c920532-50a2-4414-47ab-4d4c60612688,Freund,Michael
Die Idee der Toleranz im England der großen Revolution.,Geschichte,Dissertation,9c920532-50a2-4414-47ab-4d4c60612688,Freund,Michael
,Pathologie,Habilitation,b72f39e5-5f5f-4045-9247-1bc539bfc504,Siegmund,Herbert Friedrich
Untersuchungen über den Einfluss der Milzexstirpation auf den Fettgehalt des Blutes.,Medizin,,b72f39e5-5f5f-4045-9247-1bc539bfc504,Siegmund,Herbert Friedrich
"Comm. critica de Hesiodi carmine, quod inscribitur opera et dies",Philosophie,,107de78b-87d2-4fb4-98a3-3d25d9c698fa,Twesten,August Detlev Christian
"Thelykinin und Androkinin, das weibliche und männliche Sexualhormon, im Körper der Frau.",Gynäkologie,,3eef0563-1b0a-ef5b-f032-4d4c60bc5608,Siebke,Harald
Über Venendruckmessungen bei Schwangeren.,Gynäkologie,Dissertation,3eef0563-1b0a-ef5b-f032-4d4c60bc5608,Siebke,Harald
Die Brüder vom gemeinsamen Leben in Deutschland. Entstehung und Bildung der deutschen Brüderbewegung durch Heinrich von Ahaus.,Philosophie,Dissertation,7070077c-6d89-0320-e331-4d4c6015188d,Barnikol,Ernst
,Urchristentum,Habilitation,7070077c-6d89-0320-e331-4d4c6015188d,Barnikol,Ernst
Die vorchristliche und frühchristliche Zeit des Paulus. Nach seinen geschichtlichen und geographischen Selbstzeugnissen im Briefe an die galatischen Gemeinden.,Theologie,Dissertation,7070077c-6d89-0320-e331-4d4c6015188d,Barnikol,Ernst
Die Sierra de Gredos.,Geographie,Dissertation,cb544967-d515-0ef1-db3a-4d4c6035e1c4,Schmieder,Wilhelm Richard Oskar
,Geographie,Habilitation,cb544967-d515-0ef1-db3a-4d4c6035e1c4,Schmieder,Wilhelm Richard Oskar
Der Leich Walthers von der Vogelweide und sein Verhältnis zum religiösen Leich.,Deutsche Philologie,Dissertation,5913d763-4f05-d5b4-3f33-4d4c601dbf80,Steller,Walther
Das altwestfriesische Schulzenrecht.,Deutsche Philologie,Habilitation,5913d763-4f05-d5b4-3f33-4d4c601dbf80,Steller,Walther
De rerum Aegyptiacarum scriptoribus Graecis ante Alexandrum Magnum.,Klassische Philologie,Dissertation,a2e64187-b44e-41d3-a8a2-feabbcf1058a,von Gutschmid,Alfred Freiherr
,Psychiatrie und Neurologie,Habilitation,3ba723af-a278-4d8e-a957-d78da7e63557,Siemerling,Ernst
Beiträge zur Embryologie der Exkretionsorgane des Vogels.,Medizin,Dissertation,3ba723af-a278-4d8e-a957-d78da7e63557,Siemerling,Ernst
Untersuchungen über die Möglichkeiten zum Schutze der Erfolge der Pflanzenzüchtung.,Landwirtschaft,Dissertation,18ca5cae-5ea4-f91b-c014-52775bec4ea2,Geisler,Gerhard
Bodenluft und Pflanzenwachstum unter besonderer Berücksichtigung der Wurzel.,Acker- und Pflanzenbau,Habilitation,18ca5cae-5ea4-f91b-c014-52775bec4ea2,Geisler,Gerhard
Märtyrer und Gottesknecht: Untersuchungen zur urchristlichen Verkündigung vom Sühntod Jesu Christi.,Theologie,Habilitation,b25d0cd0-3b17-bc38-8db5-4e3158e9c477,Lohse,Eduard
Die Ordination im Spätjudentum und im Neuen Testament.,Theologie,Dissertation,b25d0cd0-3b17-bc38-8db5-4e3158e9c477,Lohse,Eduard
Herkunft des Bürgertums in den Städten des Herzogtums Schleswig.,Geschichte,,d7430af7-0c2b-8121-2b16-4fd5b24de12f,Hoffmann,Erich
Königserhebung und Thronfolgeordnung in Dänemark bis zum Ausgang des Mittelalters.,Geschichte,Habilitation,d7430af7-0c2b-8121-2b16-4fd5b24de12f,Hoffmann,Erich
Beiträge zur Kenntnis der Isoxazole ,Chemie,Dissertation,effe55d4-2c3d-c315-02e8-4d4c60417745,Mumm,Johannes Heinrich Otto
Beiträge zur Kenntnis der Autoxydationsvorgänge,Chemie,Habilitation,effe55d4-2c3d-c315-02e8-4d4c60417745,Mumm,Johannes Heinrich Otto
"Qua ratione epos, mythos, ainos, logos et vocabula ab eisdem stirpibus derivata in antiquo Graecorum sermone usque ad annum fere 400 adhibita sint.",Klassische Philologie,Dissertation,3d477acf-7b48-60c6-f711-4d4c60de6f03,Hofmann,Erich
Ausdrucksverstärkung. Untersuchungen zur etymologischen Verstärkung und zum Gebrauch der Steigerungsadverbia im Balto-Slavischen und in anderen indogermanischen Sprachen.,Vergleichende Sprachwissenschaft,Habilitation,3d477acf-7b48-60c6-f711-4d4c60de6f03,Hofmann,Erich
,Zoologie,Habilitation,62fbbaf6-fdd5-1531-a559-4d4c60324917,Schlieper,Carl Johann Philipp
Stylarioides plumosus. Eine monographische Darstellung.,Zoologie,Dissertation,62fbbaf6-fdd5-1531-a559-4d4c60324917,Schlieper,Carl Johann Philipp
Schleiermachers geschichtsphilosophische Ansichten in ihrer Bedeutung für seine Theologie.,Theologie,Dissertation,12a0f3f4-bfd6-34e6-6218-4d4c60327c34,Mulert,Hermann
